name,industry,ratings,reviews,salaries,interviews,jobs,benefits,photos,hq,more_locations
Nath Bio - Genes,Agro Chemicals,4.3,114.0,34200000.0,7.0,3.0,12.0,0.0,Aurangabad,23
CoreEL Technologies,Electronics Manufacturing,3.8,114.0,82300000.0,7.0,14.0,16.0,0.0,Bangalore / Bengaluru,6
Central Electronics,Government,3.6,114.0,53100000.0,7.0,0.0,10.0,0.0,Ghaziabad,8
Mumbai Metro One,Urban Transport,4.0,114.0,56900000.0,6.0,0.0,7.0,0.0,Mumbai,5
GlobalHunt,Recruitment,3.1,114.0,71000000.0,13.0,0.0,21.0,0.0,New Delhi,12
Gateway Distriparks,Logistics,3.5,116.0,53600000.0,5.0,4.0,8.0,1.0,New Delhi,14
Advance Decorative Laminates Private Limited,Building Material,4.3,114.0,37300000.0,7.0,11.0,4.0,0.0,Hapur,33
Pearl Organisation,Dehradun +1 other locations,3.2,115.0,26900000.0,28.0,10.0,36.0,0.0,,0
Smpp,Defence & Aerospace,3.8,114.0,23200000.0,6.0,2.0,2.0,0.0,New Delhi,5
Abhyudaya Co-operative Bank,Banking,3.9,114.0,48300000.0,2.0,0.0,8.0,0.0,Mumbai,12
APPL Industries,Chemicals,3.5,114.0,57500000.0,4.0,0.0,9.0,0.0,Pune,19
Pride Technologies,Recruitment,3.2,114.0,100000.0,3.0,0.0,7.0,0.0,Chennai,6
Rhydburg Pharmaceuticals,Pharma,3.0,114.0,36200000.0,7.0,2.0,10.0,0.0,Dehradun,4
Wizertech Informatics,IT Services & Consulting,4.3,114.0,48900000.0,2.0,3.0,9.0,0.0,Kolkata,15
HiveMinds Innovative Market Solutions,Marketing & Advertising,2.9,114.0,66900000.0,15.0,15.0,10.0,0.0,Bangalore / Bengaluru,6
R K Construction,Engineering & Construction,4.0,114.0,54900000.0,5.0,0.0,7.0,0.0,Jamshedpur,42
Ingram Micro India Ssc,IT Services & Consulting,3.6,114.0,90100000.0,5.0,50.0,14.0,0.0,Mumbai,10
Hamad Medical Corporation,Healthcare,4.1,114.0,24400000.0,5.0,0.0,18.0,0.0,Doha,6
Central Electronics,Government,3.6,114.0,53100000.0,7.0,0.0,10.0,0.0,Ghaziabad,8
Qseap Infotech,IT Services & Consulting,3.8,114.0,62700000.0,19.0,6.0,10.0,0.0,Mumbai,6
GoApptiv,Mumbai +44 other locations,4.2,114.0,29500000.0,4.0,0.0,4.0,0.0,,0
Centric Consulting,IT Services & Consulting,3.5,114.0,94400000.0,18.0,5.0,5.0,0.0,Gurgaon / Gurugram,3
Qualified Recruiter,Recruitment,4.3,114.0,25500000.0,17.0,0.0,2.0,33.0,Pune,0
Dormakaba India,Building Material,3.6,114.0,55500000.0,2.0,5.0,15.0,0.0,Chennai,24
Cybernetik Technologies,Industrial Automation,4.0,114.0,61800000.0,6.0,0.0,11.0,0.0,Pune,7
Idfy,Software Product,3.4,114.0,83700000.0,17.0,49.0,4.0,0.0,Mumbai,4
WAISL,New Delhi +5 other locations,3.9,115.0,86200000.0,7.0,35.0,4.0,0.0,,0
Rij Engineering,Auto Components,4.1,114.0,45100000.0,6.0,0.0,8.0,0.0,Pune,5
Truminds Software Systems,IT Services & Consulting,3.6,113.0,89100000.0,19.0,26.0,8.0,22.0,Gurgaon / Gurugram,4
AEREN IT Solutions,Analytics & KPO,2.8,114.0,47200000.0,9.0,0.0,6.0,0.0,Chandigarh,10
Astro Arun Pandit,Noida +3 other locations,4.2,114.0,12200000.0,39.0,0.0,0.0,8.0,,0
Ayushman Hospital & Health Services,Healthcare,3.8,114.0,49100000.0,4.0,5.0,4.0,0.0,New Delhi,13
TEJRAJ PROMOTERS & BUILDERS,Real Estate,4.4,114.0,10100000.0,33.0,44.0,1.0,2.0,Pune,1
ams OSRAM,Bangalore / Bengaluru +23 other locations,3.3,114.0,71000000.0,5.0,15.0,0.0,0.0,,0
Kilitch Healthcare India,Marketing & Advertising,4.6,114.0,42600000.0,26.0,0.0,0.0,0.0,Mumbai,18
Appventurez,IT Services & Consulting,3.1,113.0,68200000.0,18.0,0.0,4.0,4.0,Noida,5
Shri Venkateshwara University,Education & Training,3.6,114.0,44400000.0,7.0,30.0,7.0,0.0,New Delhi,19
Ebullient Securities,Financial Services,3.2,114.0,39700000.0,16.0,0.0,12.0,0.0,Gurgaon / Gurugram,1
MAHLE Engineering,Pune +1 other locations,4.0,114.0,64600000.0,12.0,0.0,10.0,0.0,,0
Oswal Woollen Mills,Fashion & Textile,4.0,114.0,42100000.0,4.0,0.0,11.0,1.0,Ludhiana,6
Dana Group,Pharma,3.9,114.0,54000000.0,0.0,1.0,8.0,0.0,Pune,21
Oncospark India Private Limited,Analytics & KPO,3.8,114.0,58700000.0,8.0,10.0,5.0,2.0,Chennai,4
Hidoc Dr,Internet,4.8,114.0,9300000.0,33.0,2.0,1.0,7.0,Pune,2
Mindrill Systems Solutions,Industrial Machinery,4.0,114.0,34500000.0,27.0,2.0,5.0,0.0,Kolkata,3
Apollo Global Management,Mumbai +7 other locations,3.1,115.0,79600000.0,12.0,23.0,8.0,0.0,,0
Learnbay,Bangalore / Bengaluru +3 other locations,3.8,114.0,43400000.0,5.0,2.0,1.0,0.0,,0
Net Business Solutions,IT Services & Consulting,3.7,114.0,62000000.0,4.0,0.0,3.0,0.0,Mumbai,24
Powermax Fitness India,Fitness & Wellness,4.8,114.0,9600000.0,1.0,0.0,2.0,0.0,Mumbai,3
M.P. State Electronics Development Corporation,Bhopal +9 other locations,3.6,114.0,45600000.0,6.0,0.0,1.0,0.0,,0
Simeio Solutions,IT Services & Consulting,3.7,114.0,84000000.0,8.0,8.0,12.0,0.0,Bangalore / Bengaluru,5
Thyssenkrupp Industries and Services,Pune +25 other locations,4.1,114.0,47100000.0,4.0,3.0,2.0,0.0,,0
Synthimed Labs,Pharma,3.8,114.0,38000000.0,8.0,15.0,1.0,0.0,Chandigarh,9
Khosla Profil Private Limited,Fashion & Textile,3.3,114.0,54100000.0,19.0,0.0,5.0,2.0,Mumbai,9
Sun Life Global Solutions,Gurgaon / Gurugram +4 other locations,4.0,114.0,62500000.0,6.0,7.0,4.0,0.0,,0
Digitide,Hyderabad / Secunderabad +19 other locations,3.3,115.0,50000000.0,12.0,9.0,0.0,0.0,,0
SoftProdigy System Solutions,IT Services & Consulting,3.7,114.0,37200000.0,7.0,16.0,7.0,14.0,Mohali,1
Aagna Global Solutions,BPO,3.4,113.0,26500000.0,4.0,0.0,10.0,0.0,Chennai,5
Azkka Pharmaceuticals,Pharma,4.6,113.0,15900000.0,15.0,0.0,6.0,0.0,Ahmedabad,21
Arya Iron & Steel Co.,Iron & Steel,4.2,113.0,45000000.0,12.0,0.0,11.0,0.0,Barbil,6
Mavrix,Analytics & KPO,3.5,113.0,33600000.0,9.0,0.0,5.0,0.0,Ahmedabad,7
Small Industries Development Bank of India,NBFC,3.8,113.0,58800000.0,9.0,0.0,5.0,0.0,Mumbai,30
C3I Solutions,BPO,3.2,113.0,51100000.0,5.0,0.0,24.0,0.0,Hyderabad / Secunderabad,2
Shrim Bhanu Construction,Engineering & Construction,3.7,112.0,48200000.0,5.0,0.0,5.0,0.0,Mumbai,9
Bioplus Life Sciences,Pharma,3.6,113.0,62300000.0,8.0,18.0,1.0,1.0,Bangalore / Bengaluru,5
IL&FS Skills Development Corporation,Education & Training,4.1,113.0,20300000.0,4.0,0.0,18.0,0.0,New Delhi,43
Digitas,Marketing & Advertising,3.6,113.0,86900000.0,6.0,0.0,10.0,0.0,Mumbai,10
Rathi Transpower,Industrial Machinery,3.8,113.0,50400000.0,2.0,0.0,10.0,1.0,Pune,5
Medsource Ozone Biomedicals,Pharma,3.5,113.0,36100000.0,8.0,4.0,9.0,0.0,Faridabad,24
24seven,Retail,4.4,113.0,41100000.0,6.0,0.0,10.0,0.0,New Delhi,17
HumanHire Corp.,IT Services & Consulting,4.6,114.0,4200000.0,39.0,1.0,5.0,26.0,Jaipur,2
SRM Techsol,IT Services & Consulting,4.3,113.0,27700000.0,1.0,0.0,10.0,0.0,Lucknow,1
Glance,Internet,3.3,113.0,81600000.0,17.0,13.0,2.0,7.0,Bangalore / Bengaluru,3
Minda Silca Engineering,Industrial Automation,3.9,113.0,51500000.0,10.0,0.0,12.0,0.0,Greater Noida,6
Le Marche,Retail,3.0,113.0,38500000.0,8.0,0.0,16.0,0.0,New Delhi,3
AddWeb Solution,IT Services & Consulting,4.4,113.0,16700000.0,6.0,23.0,13.0,22.0,Ahmedabad,2
DNV GL,"Testing, Inspection and Certification (TIC)",3.9,113.0,47900000.0,6.0,0.0,11.0,0.0,Mumbai,15
Vibrant Infocom,Other,2.7,113.0,28000000.0,9.0,0.0,4.0,1.0,Kolkata,6
Kun Hyundai,Automobile,3.8,113.0,57300000.0,6.0,1.0,5.0,1.0,Chennai,10
Umano Healthcare,Healthcare,4.5,113.0,10900000.0,2.0,3.0,10.0,0.0,Faridabad,17
Harita Fehrer,Auto Components,4.3,113.0,46600000.0,4.0,0.0,10.0,1.0,Hosur,5
Strabag,Engineering & Construction,4.2,113.0,36700000.0,9.0,0.0,7.0,0.0,Noida,14
Pipeline Infrastructure,Oil & Gas,4.3,112.0,45000000.0,7.0,1.0,6.0,0.0,Mumbai,18
Chanakya IAS Academy,Education & Training,2.8,113.0,36600000.0,2.0,10.0,3.0,0.0,New Delhi,22
TM International Logistics,Logistics,3.6,113.0,36400000.0,9.0,0.0,6.0,1.0,Jamshedpur,21
Bhagyalaxmi Rolling mill,Iron & Steel,3.7,114.0,41500000.0,3.0,2.0,6.0,0.0,Jalna,8
Ingenuity Gaming,Food Processing,3.2,113.0,90100000.0,17.0,4.0,9.0,0.0,Noida,6
Archies,Retail,3.2,113.0,53000000.0,4.0,5.0,9.0,0.0,New Delhi,25
Durovalves India,Auto Components,3.3,113.0,37300000.0,7.0,0.0,11.0,0.0,Aurangabad,3
Instant Procurement Services,Pune +19 other locations,3.4,113.0,44600000.0,14.0,0.0,0.0,0.0,,0
Bird Group,Aviation,3.0,113.0,56600000.0,9.0,0.0,6.0,0.0,New Delhi,13
Choksi Laboratories,Indore +7 other locations,2.6,113.0,48300000.0,3.0,1.0,7.0,0.0,,0
Electrical Manufacturing Company,Electrical Equipment,4.4,113.0,43300000.0,23.0,0.0,21.0,0.0,New Delhi,36
Loylty Rewardz Mngt,Software Product,3.6,113.0,91700000.0,13.0,0.0,7.0,0.0,Mumbai,7
Anand Mando E-Mobility,Bhiwadi +10 other locations,3.8,112.0,27500000.0,7.0,0.0,3.0,0.0,,0
SKM Animal Feeds and Foods,Food Processing,3.2,113.0,57100000.0,5.0,0.0,5.0,0.0,Erode,24
Global Talent Track,Education & Training,3.4,113.0,48800000.0,11.0,25.0,13.0,0.0,Pune,10
Shabari Telecable Network,Facility Management Services,3.2,113.0,48400000.0,8.0,0.0,10.0,0.0,Bangalore / Bengaluru,6
6Sense,Software Product,3.3,113.0,55800000.0,14.0,0.0,38.0,0.0,Pune,2
South India Krishna Oil & Fat,Oil & Gas,4.3,113.0,44000000.0,6.0,1.0,13.0,0.0,Nellore,6
The Good Glamm Group,IT Services & Consulting,3.2,113.0,61700000.0,7.0,0.0,1.0,0.0,New Delhi,10
Diversey India Hygiene,Mumbai +24 other locations,4.0,113.0,61300000.0,8.0,0.0,21.0,0.0,,0
Privi Life Sciences,Agriculture,3.5,113.0,44600000.0,4.0,0.0,5.0,0.0,Mumbai,25
Myoung Shin India Automotive,Auto Components,3.5,113.0,46500000.0,4.0,0.0,17.0,0.0,Chennai,5
Skanray Technologies,Medical Equipment,2.7,113.0,61200000.0,5.0,0.0,10.0,0.0,Mysuru / Mysore,18
NASSCOM,IT Services & Consulting,3.6,113.0,62600000.0,10.0,11.0,11.0,3.0,Noida,23
Baidyanath Minerals,Metals & Mining,3.7,113.0,12600000.0,13.0,3.0,7.0,63.0,Mumbai,1
Applied Cloud Computing,IT Services & Consulting,2.4,113.0,75200000.0,17.0,10.0,2.0,3.0,Mumbai,8
Shiv Enterprises,Recruitment,3.8,113.0,65600000.0,4.0,0.0,3.0,0.0,New Delhi,43
TRUGlobal,IT Services & Consulting,3.7,113.0,75300000.0,26.0,9.0,4.0,38.0,Bangalore / Bengaluru,2
Hindustan Copper,Metals & Mining,4.0,113.0,56900000.0,4.0,0.0,13.0,2.0,Kolkata,12
Drip Capital,FinTech,3.3,113.0,54000000.0,11.0,29.0,41.0,0.0,Mumbai,4
Claas,Industrial Machinery,4.1,113.0,51000000.0,4.0,0.0,13.0,11.0,Chandigarh,8
Affinity Global Advertising,Marketing & Advertising,3.1,113.0,67400000.0,6.0,21.0,7.0,0.0,Pune,5
Parsvnath Developers,Real Estate,2.7,113.0,39700000.0,4.0,1.0,6.0,0.0,New Delhi,10
Lincoln Electric,Electrical Equipment,3.9,113.0,64800000.0,7.0,4.0,18.0,0.0,Chennai,3
Analog Devices,Semiconductors,3.9,113.0,110000.00000000001,30.0,59.0,3.0,0.0,Bangalore / Bengaluru,4
Model Infra Corporation,Engineering & Construction,3.2,113.0,69900000.0,1.0,0.0,5.0,0.0,Pune,7
Maharashtra Feeds,Agriculture,3.2,112.0,37700000.0,6.0,4.0,4.0,0.0,New Delhi,17
Le Mei Plastic Manufacturing,Petrochemicals,3.3,113.0,55300000.0,11.0,0.0,8.0,0.0,Greater Noida,3
Ahlcon Parenterals,Pharma,4.5,113.0,37300000.0,6.0,0.0,15.0,0.0,Bhiwadi,6
VST Motors,Automobile,3.7,113.0,46300000.0,7.0,5.0,5.0,0.0,Chennai,17
Geekyants Software,IT Services & Consulting,3.3,113.0,95000000.0,31.0,55.0,13.0,3.0,Bangalore / Bengaluru,4
SugarFit,Healthcare,3.3,114.0,27800000.0,23.0,0.0,4.0,0.0,Bangalore / Bengaluru,3
HGS TECHNOLOGIES,IT Services & Consulting,4.1,111.0,67000000.0,12.0,0.0,8.0,0.0,Bangalore / Bengaluru,16
Ars Steels,Iron & Steel,3.8,113.0,55800000.0,11.0,7.0,3.0,0.0,Chennai,14
Advanz Pharma,Pharma,4.0,113.0,46000000.0,9.0,5.0,7.0,0.0,Mumbai,3
Gemba Concepts,Management Consulting,3.3,115.0,33400000.0,14.0,8.0,5.0,2.0,Bangalore / Bengaluru,4
Wealth Clinic,Real Estate,3.2,113.0,40600000.0,10.0,12.0,7.0,0.0,Noida,6
ANS Commerce,Internet,3.5,112.0,76800000.0,5.0,0.0,0.0,0.0,Gurgaon / Gurugram,6
Earlyjobs,Recruitment,4.7,113.0,1100000.0,32.0,0.0,9.0,0.0,Bangalore / Bengaluru,3
Rocket Software,IT Services & Consulting,4.1,117.0,110000.00000000001,16.0,10.0,11.0,0.0,Pune,6
Internship Studio,Pune +26 other locations,4.1,113.0,6700000.0,7.0,0.0,2.0,0.0,,0
Sandberg Translation Partners,Chemicals,3.6,113.0,49500000.0,6.0,2.0,13.0,0.0,New Delhi,25
Hirotec,Auto Components,3.9,113.0,65400000.0,8.0,0.0,9.0,0.0,Coimbatore,6
Kich Architectural Products,Building Material,3.7,113.0,37800000.0,10.0,12.0,6.0,0.0,Rajkot,24
Versa Drives,Electronics Manufacturing,4.2,112.0,27400000.0,5.0,10.0,16.0,11.0,Coimbatore,4
Saudi Arabian Airlines,Aviation,4.0,112.0,27900000.0,3.0,0.0,8.0,0.0,Mumbai,16
Netxcell,Telecom,3.5,112.0,63800000.0,6.0,4.0,11.0,9.0,Hyderabad / Secunderabad,11
Maven Wave Partners,IT Services & Consulting,4.0,112.0,49700000.0,11.0,1.0,18.0,0.0,Gurgaon / Gurugram,4
Avians Innovations Technology,Building Material,3.5,112.0,54100000.0,10.0,7.0,7.0,8.0,Pune,12
Velan Info Services,IT Services & Consulting,3.5,112.0,41800000.0,9.0,11.0,12.0,0.0,Coimbatore,2
Bryka Electrosystems & Software,Defence & Aerospace,3.4,112.0,16800000.0,17.0,15.0,5.0,0.0,Mumbai,2
SCOPE T&M,Import & Export,3.5,112.0,53000000.0,12.0,9.0,14.0,0.0,Pune,11
Versa Drives,Electronics Manufacturing,4.2,112.0,27400000.0,5.0,10.0,16.0,11.0,Coimbatore,4
Saudi Arabian Airlines,Aviation,4.0,112.0,27900000.0,3.0,0.0,8.0,0.0,Mumbai,16
Grohe,Architecture & Interior Design,4.1,112.0,42900000.0,9.0,0.0,7.0,0.0,Gurgaon / Gurugram,35
Prabhudas Lilladher,Financial Services,3.2,112.0,75500000.0,7.0,1.0,6.0,0.0,Mumbai,16
Meritshot,Education & Training,4.6,112.0,5600000.0,20.0,1.0,10.0,0.0,Noida,2
Kanan International,Internet,2.7,112.0,54500000.0,8.0,1.0,3.0,0.0,Vadodara,13
SEPC Limited,Oil & Gas,4.3,112.0,43100000.0,5.0,0.0,16.0,0.0,Chennai,18
Nitin Spinners,Fashion & Textile,4.4,113.0,45100000.0,4.0,0.0,4.0,1.0,Bhilwara,7
Netxcell,Telecom,3.5,112.0,63800000.0,6.0,4.0,11.0,9.0,Hyderabad / Secunderabad,11
Union Mutual Fund,Financial Services,3.5,112.0,54800000.0,9.0,1.0,5.0,0.0,Mumbai,44
DiTech Process Solutions,Printing & Publishing,3.5,112.0,33800000.0,12.0,2.0,17.0,0.0,Mumbai,9
The New Indian Express,Printing & Publishing,4.0,112.0,52600000.0,4.0,2.0,9.0,1.0,Chennai,24
Adaequare,IT Services & Consulting,3.6,112.0,76900000.0,9.0,5.0,30.0,0.0,Hyderabad / Secunderabad,3
T.R. Sawhney Motors,Automobile,3.9,112.0,34000000.0,0.0,0.0,10.0,0.0,New Delhi,18
Cube Construction Engineering,Engineering & Construction,2.9,112.0,48900000.0,10.0,4.0,11.0,0.0,Vadodara,11
Exl Technosolutions,New Delhi +9 other locations,3.9,112.0,86800000.0,6.0,0.0,3.0,0.0,,0
Parekh Group,Logistics,3.7,112.0,60200000.0,6.0,3.0,6.0,0.0,Mumbai,25
Vaibhav Plasto Printing & Packaging,Nagpur +1 other locations,4.0,113.0,40600000.0,13.0,3.0,4.0,6.0,,0
Mobily Infotech,Telecom,3.5,112.0,82100000.0,7.0,1.0,10.0,0.0,Bangalore / Bengaluru,4
Success Pact Consulting,Recruitment,3.9,112.0,28500000.0,13.0,11.0,8.0,15.0,Noida,4
Sarens Heavy Lift India,Industrial Machinery,3.8,112.0,46900000.0,2.0,2.0,7.0,0.0,New Delhi,12
Bernhard Schulte Shipmanagement,Ports & Shipping,4.2,112.0,48900000.0,4.0,14.0,8.0,0.0,Mumbai,6
Voltamp Transformers,Electrical Equipment,4.0,112.0,64300000.0,12.0,6.0,7.0,0.0,Vadodara,15
Beetel Teletech,Telecom,3.8,112.0,47500000.0,5.0,0.0,10.0,0.0,Gurgaon / Gurugram,19
Room to Read,Non-Profit,3.8,112.0,28600000.0,13.0,21.0,11.0,12.0,New Delhi,25
Ashwini Hospital,Healthcare,3.2,112.0,41200000.0,1.0,0.0,9.0,0.0,Cuttack,20
Outline Systems,IT Services & Consulting,3.7,112.0,58000000.0,4.0,0.0,7.0,0.0,Chandigarh,5
Xoxoday,Software Product,3.4,112.0,74500000.0,7.0,50.0,38.0,4.0,Bangalore / Bengaluru,7
Belden,Industrial Machinery,3.8,112.0,76200000.0,8.0,0.0,13.0,0.0,Pune,8
Unimark Remedies,Pharma,3.4,112.0,33400000.0,5.0,0.0,13.0,0.0,Vapi,11
TopSource,Other,3.7,112.0,31000000.0,10.0,0.0,3.0,2.0,Pune,2
Gandhar Oil Refinery India,Oil & Gas,3.5,112.0,47700000.0,8.0,1.0,5.0,1.0,Mumbai,22
Kamal Ced Solution,Gurgaon / Gurugram +13 other locations,4.1,112.0,37300000.0,8.0,0.0,5.0,0.0,,0
SIPL,IT Services & Consulting,3.8,112.0,64500000.0,9.0,0.0,8.0,0.0,New Delhi,38
AVASO Technology Solutions,IT Services & Consulting,3.5,112.0,68700000.0,12.0,2.0,7.0,0.0,Mohali,10
Success Pact Consulting,Recruitment,3.9,112.0,28500000.0,13.0,11.0,8.0,15.0,Noida,4
DiTech Process Solutions,Printing & Publishing,3.5,112.0,33800000.0,12.0,2.0,17.0,0.0,Mumbai,9
Shriji Polymers,Packaging,3.8,112.0,46100000.0,6.0,3.0,8.0,0.0,Ujjain,7
Trend Technologies,Pune +2 other locations,4.1,112.0,44100000.0,13.0,2.0,13.0,1.0,,0
Vasu Healthcare,Healthcare,4.1,112.0,48900000.0,2.0,5.0,7.0,2.0,Vadodara,21
Bangalore Baptist Hospital,Healthcare,4.4,112.0,34200000.0,2.0,3.0,12.0,0.0,Bangalore / Bengaluru,1
Classic Legends,Pune +19 other locations,2.8,112.0,34500000.0,7.0,0.0,2.0,0.0,,0
Windals Precision,Auto Components,3.4,112.0,52100000.0,5.0,0.0,8.0,0.0,Pune,5
GALAXY OFFICE AUTOMATION,IT Services & Consulting,4.1,112.0,49800000.0,12.0,13.0,8.0,0.0,Mumbai,9
MS Education Academy,Education & Training,3.7,112.0,41700000.0,6.0,0.0,8.0,0.0,Hyderabad / Secunderabad,17
Infosys Springboard,Bangalore / Bengaluru +30 other locations,4.6,112.0,4000000.0,6.0,0.0,0.0,0.0,,0
Teqfocus Consulting,IT Services & Consulting,3.9,112.0,66900000.0,11.0,5.0,2.0,1.0,Bangalore / Bengaluru,6
Vahdam Teas,Beverage,4.0,112.0,49400000.0,6.0,1.0,11.0,0.0,Noida,6
Stonemen Crafts,Furniture & Furnishing,3.9,112.0,46900000.0,6.0,0.0,6.0,0.0,Agra,7
Stallion Laboratories,Pharma,3.3,112.0,62900000.0,5.0,3.0,7.0,1.0,Ahmedabad,6
JBM Neel Metal,Gurgaon / Gurugram +21 other locations,3.9,112.0,32400000.0,8.0,0.0,0.0,5.0,,0
Vardhman Acrylics,Fashion & Textile,3.6,112.0,53900000.0,8.0,0.0,4.0,0.0,Bharuch,10
Jaycee Punching Solution,Electronics Manufacturing,4.1,112.0,42600000.0,4.0,0.0,7.0,0.0,Faridabad,17
Breach Candy Hospital Trust,Healthcare,4.3,112.0,36000000.0,7.0,15.0,11.0,0.0,Mumbai,5
Vasant Chemicals,Chemicals,4.1,112.0,40100000.0,3.0,0.0,11.0,0.0,Hyderabad / Secunderabad,4
Star Agriwarehousing and Collateral Management,Agriculture,3.7,113.0,39500000.0,2.0,0.0,15.0,0.0,Mumbai,34
Stratogent Technology Services,IT Services & Consulting,3.0,112.0,70200000.0,10.0,6.0,6.0,0.0,Bangalore / Bengaluru,2
Nims Hospital,Healthcare,3.6,112.0,54100000.0,2.0,3.0,4.0,0.0,Jaipur,14
Xtelify,Gurgaon / Gurugram +17 other locations,3.3,112.0,84400000.0,12.0,1.0,0.0,0.0,,0
Hatch Associates India,Electronics Manufacturing,3.9,112.0,57300000.0,12.0,2.0,7.0,2.0,Gurgaon / Gurugram,3
Highly Electrical Appliances India,Electrical Equipment,3.6,112.0,60400000.0,3.0,0.0,12.0,1.0,Ahmedabad,5
Vijay Raja Homes,Real Estate,4.1,112.0,47900000.0,7.0,6.0,27.0,0.0,Chennai,0
Conceptia Software Technologies,Defence & Aerospace,3.9,112.0,53700000.0,5.0,14.0,4.0,24.0,Bangalore / Bengaluru,9
2050 Healthcare,Healthcare,3.2,112.0,30100000.0,1.0,0.0,1.0,47.0,Bangalore / Bengaluru,21
SAP Ariba,Software Product,3.8,112.0,93400000.0,3.0,0.0,16.0,0.0,Bangalore / Bengaluru,4
Sciative Solutions,Software Product,4.1,112.0,26800000.0,35.0,73.0,14.0,12.0,Navi Mumbai,3
JK Organisation,Auto Components,4.0,112.0,57700000.0,7.0,0.0,2.0,0.0,New Delhi,31
Amogha Polymers,Building Material,3.8,112.0,26600000.0,16.0,0.0,9.0,0.0,Coimbatore,24
Nijji Healthcare,BPO,4.3,111.0,20800000.0,9.0,0.0,18.0,7.0,Kolkata,18
Aashman Foundation,New Delhi +16 other locations,3.7,111.0,14900000.0,30.0,0.0,6.0,0.0,,0
Forbes Technosys,IT Services & Consulting,3.9,111.0,45900000.0,6.0,0.0,10.0,0.0,Mumbai,26
iB Arts,IT Services & Consulting,3.6,110.0,16000000.0,15.0,1.0,17.0,0.0,Kolkata,2
Voltas Beko Home Appliances,Ahmedabad +13 other locations,3.6,112.0,49000000.0,14.0,0.0,6.0,0.0,,0
GoldenSource,IT Services & Consulting,3.4,111.0,90200000.0,13.0,11.0,12.0,0.0,Mumbai,7
Jagannath Gupta Institute of Medical Sciences & Hospital,Healthcare,3.5,111.0,42100000.0,4.0,2.0,8.0,0.0,Kolkata,5
Ray Business Technologies,IT Services & Consulting,3.6,111.0,57300000.0,19.0,10.0,16.0,1.0,Hyderabad / Secunderabad,3
Walmart Labs,Bangalore / Bengaluru +4 other locations,3.4,111.0,59600000.0,49.0,0.0,1.0,0.0,,0
Tata Communications Payment Solutions,Financial Services,3.5,111.0,38800000.0,3.0,0.0,11.0,0.0,Mumbai,22
bluCognition,IT Services & Consulting,3.5,110.0,51100000.0,8.0,7.0,6.0,0.0,Pune,1
Masters Management Consultants,Real Estate,4.0,111.0,37600000.0,4.0,0.0,7.0,0.0,Mumbai,18
MSL Group,New Delhi +19 other locations,3.4,111.0,53900000.0,9.0,1.0,6.0,0.0,,0
Autocop India,Semiconductors,3.6,111.0,36600000.0,1.0,0.0,5.0,0.0,Pune,27
BMD,Engineering & Construction,3.7,112.0,44600000.0,3.0,0.0,11.0,0.0,Banswara,12
Intercraft Trading,Beauty & Personal Care,4.4,111.0,27500000.0,3.0,0.0,13.0,0.0,Mumbai,21
SHREE AMBA INDUSTRIES,Auto Components,3.9,111.0,40700000.0,4.0,0.0,11.0,1.0,Roorkee,14
Klizo Solutions,IT Services & Consulting,4.5,111.0,12600000.0,28.0,4.0,13.0,0.0,Kolkata,0
J&K Bank,Banking,3.9,111.0,31200000.0,4.0,0.0,13.0,1.0,Srinagar,25
Globsyn Business School,Education & Training,4.4,111.0,22800000.0,10.0,0.0,2.0,20.0,Kolkata,1
Rotodyne Industries,Industrial Machinery,3.5,111.0,29800000.0,10.0,0.0,11.0,0.0,Hyderabad / Secunderabad,9
Sembcorp Marine,Industrial Machinery,4.4,111.0,24600000.0,1.0,0.0,19.0,0.0,Singapore,10
FitterFly,Healthcare,3.3,111.0,30700000.0,5.0,0.0,2.0,8.0,Mumbai,6
Jamia Millia Islamia,Education & Training,4.5,111.0,37000000.0,2.0,0.0,15.0,0.0,New Delhi,7
Senrysa Technologies,IT Services & Consulting,4.7,111.0,31100000.0,10.0,0.0,15.0,0.0,Kolkata,10
RNS Motors,Automobile,3.3,111.0,42700000.0,6.0,0.0,6.0,1.0,Bangalore / Bengaluru,10
East West Seeds,FMCG,4.4,112.0,38800000.0,10.0,0.0,10.0,1.0,Aurangabad,24
Sustainable Agro-commercial Finance,NBFC,4.1,111.0,35600000.0,6.0,37.0,8.0,0.0,Mumbai,35
Kanakia Spaces,Real Estate,3.7,111.0,47300000.0,2.0,2.0,16.0,0.0,Mumbai,2
Soffit Infrastructure Services,Real Estate,3.7,111.0,30100000.0,5.0,5.0,4.0,0.0,Kochi,9
CISB,Law Enforcement & Security,3.6,111.0,38400000.0,5.0,0.0,7.0,0.0,Mumbai,34
Applied Solar Technologies India,Internet,3.6,111.0,44700000.0,9.0,0.0,6.0,0.0,New Delhi,18
National Corporation for Tourism & Hotels,Travel & Tourism,4.1,111.0,21300000.0,6.0,0.0,20.0,0.0,Abu Dhabi,12
Freedom English Academy,Education & Training,4.0,111.0,21500000.0,9.0,0.0,17.0,0.0,New Delhi,15
Galaxy Toyota,Automobile,3.7,111.0,42000000.0,4.0,0.0,6.0,0.0,New Delhi,2
TRACKS AND TOWERS INFRATECH,Engineering & Construction,4.0,111.0,49000000.0,7.0,2.0,11.0,0.0,Hyderabad / Secunderabad,23
